interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT008538,2024-10-16,AG057,HCP0254,CL03,Video,Follow-up,3,Yes,Connected,No Action,0.71,0.86,Pass,No
INT008539,2024-08-19,AG013,HCP0141,CL06,Phone,Follow-up,0,No,No Answer,Send Clinical Data,0.65,1.0,Pass,No
INT008540,2024-03-25,AG024,HCP0186,CL02,Email,Promotional,3,Yes,Connected,Sample Drop,0.62,0.89,Pass,No
INT008541,2024-12-08,AG024,HCP0101,CL06,Phone,Promotional,2,Yes,Connected,Escalate to MSL,0.78,0.89,Pass,No
INT008542,2025-01-25,AG042,HCP0071,CL03,Phone,Follow-up,0,No,Declined,No Action,0.65,0.92,Pass,No
INT008543,2025-04-19,AG039,HCP0016,CL02,Phone,Promotional,0,No,No Answer,Sample Drop,0.42,0.85,Pass,No
INT008544,2024-12-31,AG026,HCP0164,CL06,Video,Onboarding,19,Yes,Connected,Escalate to MSL,0.37,1.0,Pass,No
INT008545,2024-07-12,AG057,HCP0099,CL05,Email,Follow-up,4,Yes,Connected,Sample Drop,0.69,0.88,Pass,No
INT008546,2025-02-12,AG037,HCP0107,CL06,Video,Scientific Exchange,0,No,No Answer,No Action,0.35,0.85,Pass,No
INT008547,2024-01-10,AG052,HCP0105,CL08,Portal,Promotional,3,Yes,Connected,Invite to Webinar,0.51,0.9,Pass,No
INT008548,2025-04-24,AG001,HCP0156,CL02,Phone,Scientific Exchange,0,No,No Answer,Escalate to MSL,0.42,0.98,Pass,No
INT008549,2025-03-22,AG050,HCP0127,CL02,Phone,Promotional,0,No,Voicemail,Sample Drop,0.52,0.93,Pass,No
INT008550,2024-06-03,AG033,HCP0070,CL03,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.96,0.93,Pass,No
INT008551,2025-04-18,AG007,HCP0142,CL05,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.55,0.83,Pass,No
INT008552,2025-01-04,AG054,HCP0195,CL08,Video,Promotional,0,No,No Answer,Invite to Webinar,0.59,1.0,Pass,No
INT008553,2024-06-03,AG022,HCP0176,CL02,Email,Scientific Exchange,4,Yes,Connected,Sample Drop,0.8,0.86,Pass,No
INT008554,2025-03-05,AG004,HCP0097,CL03,Phone,Promotional,0,No,Declined,Invite to Webinar,0.49,0.89,Pass,No
INT008555,2025-03-29,AG052,HCP0252,CL04,Email,Follow-up,1,Yes,Connected,No Action,0.73,0.97,Pass,No
INT008556,2024-09-23,AG011,HCP0296,CL07,Video,Follow-up,19,Yes,Connected,Schedule Follow-up,0.58,0.98,Pass,No
INT008557,2024-03-06,AG026,HCP0188,CL07,Phone,Scientific Exchange,0,No,Declined,Sample Drop,0.2,0.88,Pass,No
INT008558,2025-04-15,AG017,HCP0099,CL01,Phone,Follow-up,8,Yes,Connected,No Action,0.71,0.87,Pass,No
INT008559,2024-08-20,AG020,HCP0124,CL01,Phone,Promotional,0,No,Declined,No Action,0.25,0.84,Pass,No
INT008560,2025-02-05,AG045,HCP0129,CL02,Email,Promotional,2,Yes,Connected,Schedule Follow-up,1.0,0.91,Pass,No
INT008561,2024-03-19,AG007,HCP0091,CL06,Portal,Promotional,1,Yes,Connected,No Action,0.47,0.94,Pass,No
INT008562,2024-05-15,AG009,HCP0070,CL03,Portal,Scientific Exchange,4,Yes,Connected,Escalate to MSL,0.6,0.95,Pass,No
INT008563,2025-06-01,AG013,HCP0054,CL05,Phone,Onboarding,0,No,Voicemail,Send Clinical Data,0.83,0.86,Pass,No
INT008564,2025-04-02,AG009,HCP0194,CL05,Email,Follow-up,1,Yes,Connected,Schedule Follow-up,0.65,0.91,Review,No
INT008565,2024-03-16,AG020,HCP0091,CL02,Email,Scientific Exchange,1,Yes,Connected,Invite to Webinar,0.68,0.87,Pass,No
INT008566,2025-01-11,AG036,HCP0035,CL05,Email,Promotional,1,Yes,Connected,No Action,0.76,1.0,Pass,No
INT008567,2024-03-30,AG022,HCP0116,CL04,Portal,Promotional,4,Yes,Connected,Schedule Follow-up,0.41,0.77,Pass,No
INT008568,2024-06-30,AG017,HCP0083,CL08,Phone,Onboarding,0,No,Declined,Sample Drop,0.69,0.88,Pass,Yes
INT008569,2024-02-04,AG037,HCP0109,CL03,Email,Onboarding,1,Yes,Connected,Sample Drop,0.75,0.86,Pass,No
INT008570,2024-09-27,AG037,HCP0046,CL06,Portal,Promotional,4,Yes,Connected,Sample Drop,0.73,0.98,Pass,No
INT008571,2024-06-20,AG051,HCP0043,CL01,Video,Follow-up,17,Yes,Connected,Escalate to MSL,0.53,0.99,Pass,No
INT008572,2024-07-01,AG048,HCP0190,CL06,Video,Scientific Exchange,12,Yes,Connected,Escalate to MSL,0.53,0.77,Pass,No
INT008573,2024-12-25,AG009,HCP0248,CL08,Portal,Promotional,3,Yes,Connected,Sample Drop,0.71,0.94,Pass,No
INT008574,2024-06-18,AG030,HCP0083,CL04,Phone,Promotional,0,No,Voicemail,Sample Drop,0.3,0.84,Pass,No
INT008575,2024-09-10,AG051,HCP0291,CL05,Video,Scientific Exchange,8,Yes,Connected,Sample Drop,0.53,0.85,Pass,No
INT008576,2025-01-20,AG059,HCP0084,CL05,Video,Promotional,0,No,No Answer,No Action,0.7,0.87,Pass,No
INT008577,2025-06-05,AG029,HCP0129,CL07,Email,Promotional,0,No,Declined,Escalate to MSL,0.31,0.91,Pass,No
INT008578,2024-06-13,AG045,HCP0204,CL03,Phone,Promotional,0,No,No Answer,Invite to Webinar,0.62,0.9,Pass,No
INT008579,2024-05-19,AG037,HCP0051,CL08,Phone,Follow-up,17,Yes,Connected,Send Clinical Data,0.95,0.83,Pass,No
INT008580,2025-05-02,AG047,HCP0153,CL04,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.56,0.9,Pass,No
INT008581,2024-11-17,AG035,HCP0049,CL04,Phone,Onboarding,4,Yes,Connected,No Action,1.0,0.97,Pass,No
INT008582,2024-04-11,AG041,HCP0144,CL03,Video,Follow-up,0,No,No Answer,Invite to Webinar,0.31,0.93,Pass,No
INT008583,2025-05-21,AG055,HCP0020,CL01,Phone,Promotional,0,No,No Answer,No Action,0.51,0.79,Pass,No
INT008584,2025-03-28,AG031,HCP0262,CL05,Phone,Scientific Exchange,20,Yes,Connected,Invite to Webinar,0.87,0.78,Pass,No
INT008585,2024-08-10,AG001,HCP0099,CL05,Video,Scientific Exchange,0,No,Declined,Invite to Webinar,0.6,0.74,Review,No
INT008586,2024-07-27,AG039,HCP0183,CL07,Phone,Promotional,0,No,Declined,Send Clinical Data,0.58,0.79,Pass,No
INT008587,2024-06-18,AG045,HCP0294,CL01,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.44,0.89,Pass,No
INT008588,2024-12-16,AG027,HCP0225,CL03,Phone,Promotional,31,Yes,Connected,No Action,0.69,0.79,Pass,No
INT008589,2024-05-06,AG042,HCP0283,CL07,Phone,Promotional,18,Yes,Connected,Sample Drop,1.0,0.91,Pass,No
INT008590,2025-04-26,AG058,HCP0222,CL08,Phone,Promotional,14,Yes,Connected,Sample Drop,0.16,0.99,Pass,No
INT008591,2024-04-29,AG047,HCP0198,CL03,Email,Promotional,4,Yes,Connected,Sample Drop,0.59,1.0,Pass,No
INT008592,2025-03-10,AG026,HCP0212,CL06,Video,Follow-up,0,No,Voicemail,Schedule Follow-up,0.65,1.0,Pass,No
INT008593,2024-01-30,AG023,HCP0233,CL07,Email,Scientific Exchange,3,Yes,Connected,Escalate to MSL,0.6,0.94,Pass,No
INT008594,2024-09-09,AG050,HCP0152,CL01,Email,Promotional,4,Yes,Connected,Schedule Follow-up,0.71,0.95,Pass,No
INT008595,2025-03-15,AG039,HCP0175,CL04,Portal,Scientific Exchange,2,Yes,Connected,Sample Drop,0.61,0.93,Pass,No
INT008596,2024-08-25,AG033,HCP0039,CL08,Phone,Follow-up,3,Yes,Connected,Schedule Follow-up,0.6,0.9,Pass,No
INT008597,2025-05-18,AG002,HCP0137,CL02,Video,Promotional,2,Yes,Connected,No Action,0.37,0.97,Pass,No
INT008598,2024-01-23,AG004,HCP0106,CL05,Phone,Follow-up,14,Yes,Connected,No Action,0.61,0.87,Pass,No
INT008599,2024-12-20,AG055,HCP0209,CL01,Email,Follow-up,3,Yes,Connected,No Action,0.69,0.91,Pass,No
INT008600,2025-03-03,AG014,HCP0025,CL08,Phone,Scientific Exchange,16,Yes,Connected,Invite to Webinar,0.43,0.94,Pass,No
INT008601,2024-01-26,AG045,HCP0198,CL08,Email,Onboarding,2,Yes,Connected,Send Clinical Data,0.67,1.0,Pass,No
INT008602,2025-03-16,AG003,HCP0245,CL07,Phone,Onboarding,0,No,No Answer,Send Clinical Data,0.51,1.0,Pass,No
INT008603,2024-12-17,AG052,HCP0007,CL05,Phone,Onboarding,0,No,Voicemail,Sample Drop,0.63,0.89,Pass,No
INT008604,2024-11-02,AG034,HCP0012,CL02,Video,Promotional,5,Yes,Connected,No Action,0.76,0.91,Pass,No
INT008605,2024-05-31,AG024,HCP0285,CL07,Portal,Follow-up,3,Yes,Connected,Sample Drop,0.74,0.93,Pass,No
INT008606,2024-02-29,AG026,HCP0094,CL07,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.75,1.0,Pass,No
INT008607,2025-04-07,AG057,HCP0257,CL07,Phone,Scientific Exchange,33,Yes,Connected,Schedule Follow-up,0.47,0.89,Review,No
INT008608,2024-10-23,AG037,HCP0014,CL08,Phone,Promotional,0,No,Declined,Sample Drop,0.43,0.94,Pass,No
INT008609,2024-05-07,AG021,HCP0006,CL08,Email,Follow-up,1,Yes,Connected,Send Clinical Data,0.68,0.76,Pass,No
INT008610,2024-03-04,AG030,HCP0153,CL04,Email,Follow-up,1,Yes,Connected,Sample Drop,0.63,0.92,Pass,No
INT008611,2024-02-17,AG003,HCP0246,CL04,Phone,Scientific Exchange,12,Yes,Connected,Schedule Follow-up,0.49,0.89,Pass,No
INT008612,2025-05-06,AG013,HCP0032,CL04,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,0.6,0.95,Review,No
INT008613,2025-03-03,AG008,HCP0050,CL04,Video,Follow-up,0,No,No Answer,Sample Drop,0.33,0.87,Pass,No
INT008614,2025-04-26,AG009,HCP0028,CL01,Email,Promotional,2,Yes,Connected,Sample Drop,0.82,0.92,Pass,No
INT008615,2024-06-13,AG016,HCP0133,CL02,Phone,Promotional,7,Yes,Connected,Sample Drop,0.63,0.94,Pass,No
INT008616,2024-10-25,AG047,HCP0240,CL02,Email,Promotional,0,No,No Answer,Sample Drop,0.21,1.0,Pass,No
INT008617,2025-02-12,AG025,HCP0210,CL02,Portal,Follow-up,1,Yes,Connected,Invite to Webinar,0.91,0.91,Pass,No
INT008618,2024-08-22,AG030,HCP0292,CL06,Portal,Scientific Exchange,3,Yes,Connected,Schedule Follow-up,0.65,0.87,Pass,No
INT008619,2025-01-21,AG038,HCP0202,CL05,Phone,Promotional,19,Yes,Connected,Escalate to MSL,0.62,0.78,Pass,No
INT008620,2024-10-02,AG048,HCP0032,CL05,Phone,Onboarding,0,No,Voicemail,No Action,0.46,0.89,Pass,No
INT008621,2025-02-21,AG045,HCP0229,CL05,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.36,0.84,Pass,No
INT008622,2025-02-15,AG034,HCP0213,CL01,Video,Promotional,4,Yes,Connected,Escalate to MSL,0.74,0.93,Pass,No
INT008623,2024-01-01,AG049,HCP0006,CL07,Phone,Scientific Exchange,0,No,No Answer,No Action,0.42,0.8,Pass,No
INT008624,2024-05-08,AG045,HCP0200,CL07,Portal,Promotional,1,Yes,Connected,Sample Drop,0.64,0.91,Pass,No
INT008625,2024-08-14,AG001,HCP0194,CL07,Email,Scientific Exchange,4,Yes,Connected,Invite to Webinar,0.62,0.85,Pass,No
INT008626,2024-03-17,AG041,HCP0012,CL05,Phone,Scientific Exchange,24,Yes,Connected,Invite to Webinar,0.85,0.83,Pass,No
INT008627,2024-03-25,AG048,HCP0138,CL03,Phone,Promotional,2,Yes,Connected,No Action,0.4,0.91,Pass,No
INT008628,2024-12-12,AG049,HCP0130,CL05,Phone,Promotional,19,Yes,Connected,Schedule Follow-up,0.63,0.88,Pass,No
INT008629,2024-07-08,AG041,HCP0004,CL01,Phone,Promotional,23,Yes,Connected,Send Clinical Data,0.7,0.88,Pass,No
INT008630,2024-01-07,AG054,HCP0174,CL06,Email,Onboarding,3,Yes,Connected,Escalate to MSL,0.4,0.98,Pass,No
INT008631,2024-08-21,AG051,HCP0158,CL06,Phone,Promotional,0,No,Voicemail,Schedule Follow-up,0.17,0.83,Pass,No
INT008632,2025-02-12,AG013,HCP0114,CL07,Phone,Follow-up,0,No,No Answer,Sample Drop,0.52,0.77,Pass,No
INT008633,2024-08-15,AG044,HCP0120,CL02,Video,Promotional,27,Yes,Connected,Schedule Follow-up,0.52,0.9,Pass,No
INT008634,2024-08-12,AG053,HCP0279,CL04,Phone,Follow-up,18,Yes,Connected,Sample Drop,0.77,0.89,Pass,No
INT008635,2025-04-19,AG039,HCP0082,CL06,Video,Promotional,18,Yes,Connected,Send Clinical Data,0.53,0.81,Pass,Yes
INT008636,2025-05-12,AG036,HCP0232,CL01,Email,Follow-up,1,Yes,Connected,Invite to Webinar,0.66,1.0,Pass,No
INT008637,2024-07-23,AG037,HCP0039,CL05,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.4,0.92,Pass,No
INT008638,2024-06-25,AG053,HCP0194,CL08,Email,Onboarding,4,Yes,Connected,No Action,0.91,0.89,Pass,No
INT008639,2024-05-29,AG041,HCP0027,CL05,Phone,Onboarding,0,No,Declined,Escalate to MSL,0.25,0.83,Pass,No
INT008640,2024-06-17,AG035,HCP0237,CL06,Portal,Promotional,1,Yes,Connected,Invite to Webinar,0.59,1.0,Pass,No
INT008641,2024-03-29,AG012,HCP0127,CL02,Email,Promotional,1,Yes,Connected,Escalate to MSL,0.78,0.79,Pass,No
INT008642,2025-03-23,AG034,HCP0182,CL05,Phone,Promotional,8,Yes,Connected,No Action,0.43,0.88,Pass,No
INT008643,2024-07-10,AG035,HCP0077,CL07,Email,Scientific Exchange,4,Yes,Connected,No Action,0.59,1.0,Pass,No
INT008644,2024-09-07,AG015,HCP0146,CL04,Phone,Promotional,0,No,No Answer,Schedule Follow-up,0.39,0.83,Pass,No
INT008645,2024-11-08,AG009,HCP0002,CL01,Phone,Promotional,0,No,Voicemail,Sample Drop,0.56,0.84,Pass,No
INT008646,2024-10-16,AG019,HCP0040,CL03,Email,Scientific Exchange,1,Yes,Connected,No Action,0.75,0.96,Pass,No
INT008647,2024-10-06,AG008,HCP0239,CL07,Phone,Promotional,8,Yes,Connected,Schedule Follow-up,0.55,0.87,Pass,No
INT008648,2024-03-31,AG050,HCP0222,CL01,Phone,Follow-up,21,Yes,Connected,No Action,0.89,1.0,Review,No
INT008649,2024-05-24,AG048,HCP0083,CL02,Email,Scientific Exchange,1,Yes,Connected,Sample Drop,0.42,0.85,Pass,No
INT008650,2025-03-29,AG041,HCP0201,CL07,Email,Scientific Exchange,1,Yes,Connected,No Action,0.75,0.82,Pass,No
INT008651,2024-09-16,AG038,HCP0149,CL02,Phone,Onboarding,0,No,Declined,Escalate to MSL,0.3,0.8,Pass,No
INT008652,2025-02-07,AG045,HCP0232,CL07,Video,Onboarding,0,No,Declined,Invite to Webinar,0.55,0.79,Pass,No
INT008653,2024-10-28,AG029,HCP0124,CL07,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.52,0.98,Pass,No
INT008654,2024-04-11,AG042,HCP0198,CL06,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.64,0.92,Pass,No
INT008655,2025-01-04,AG057,HCP0278,CL08,Phone,Promotional,14,Yes,Connected,Send Clinical Data,0.55,0.87,Pass,No
INT008656,2025-01-08,AG034,HCP0198,CL06,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.53,0.82,Pass,No
INT008657,2024-10-14,AG007,HCP0238,CL03,Phone,Follow-up,14,Yes,Connected,No Action,0.87,0.87,Pass,No
INT008658,2024-06-05,AG039,HCP0085,CL07,Portal,Follow-up,1,Yes,Connected,Sample Drop,0.12,1.0,Pass,No
INT008659,2024-10-28,AG002,HCP0059,CL06,Email,Scientific Exchange,4,Yes,Connected,Send Clinical Data,0.85,0.72,Review,No
INT008660,2025-03-01,AG001,HCP0204,CL08,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.35,0.87,Pass,No
INT008661,2024-06-23,AG021,HCP0034,CL07,Email,Follow-up,1,Yes,Connected,Escalate to MSL,0.46,0.87,Pass,No
INT008662,2025-04-09,AG025,HCP0095,CL04,Portal,Follow-up,3,Yes,Connected,No Action,0.79,0.84,Pass,No
INT008663,2025-03-24,AG011,HCP0128,CL03,Video,Promotional,26,Yes,Connected,Invite to Webinar,0.54,0.84,Pass,No
INT008664,2025-03-07,AG003,HCP0014,CL03,Portal,Promotional,4,Yes,Connected,Schedule Follow-up,0.37,0.87,Pass,No
INT008665,2024-11-04,AG047,HCP0276,CL06,Portal,Promotional,2,Yes,Connected,Schedule Follow-up,0.71,0.94,Pass,No
INT008666,2025-05-30,AG031,HCP0032,CL01,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.34,0.93,Pass,No
INT008667,2025-04-17,AG051,HCP0253,CL08,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.4,0.78,Pass,No
INT008668,2024-08-06,AG014,HCP0047,CL02,Email,Scientific Exchange,1,Yes,Connected,Schedule Follow-up,0.18,0.85,Pass,No
INT008669,2024-05-02,AG043,HCP0300,CL02,Phone,Follow-up,0,No,Voicemail,Sample Drop,0.54,0.96,Pass,No
INT008670,2025-02-05,AG024,HCP0118,CL06,Email,Onboarding,3,Yes,Connected,Schedule Follow-up,0.67,0.8,Pass,No
INT008671,2024-06-08,AG032,HCP0285,CL03,Phone,Follow-up,18,Yes,Connected,Send Clinical Data,0.86,0.86,Pass,No
INT008672,2025-01-07,AG031,HCP0135,CL08,Video,Promotional,0,No,No Answer,Escalate to MSL,0.47,0.91,Pass,No
INT008673,2025-01-03,AG046,HCP0262,CL01,Phone,Follow-up,16,Yes,Connected,Escalate to MSL,0.5,0.94,Pass,No
INT008674,2024-02-04,AG005,HCP0175,CL07,Phone,Promotional,12,Yes,Connected,Sample Drop,0.44,1.0,Pass,No
INT008675,2024-09-04,AG021,HCP0088,CL01,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.43,0.89,Pass,No
INT008676,2025-02-16,AG004,HCP0170,CL03,Email,Promotional,4,Yes,Connected,No Action,0.86,0.86,Pass,No
INT008677,2024-06-07,AG008,HCP0032,CL02,Email,Onboarding,3,Yes,Connected,Sample Drop,1.0,1.0,Pass,No
INT008678,2025-03-27,AG016,HCP0041,CL03,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.82,0.85,Pass,No
INT008679,2024-09-24,AG031,HCP0027,CL07,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.75,0.83,Pass,No
INT008680,2025-03-11,AG014,HCP0276,CL06,Phone,Promotional,0,No,Voicemail,Sample Drop,0.37,0.8,Pass,No
INT008681,2025-04-03,AG041,HCP0037,CL05,Email,Follow-up,4,Yes,Connected,Sample Drop,0.47,0.91,Pass,No
INT008682,2024-10-20,AG024,HCP0240,CL08,Phone,Follow-up,0,No,No Answer,Escalate to MSL,0.41,0.89,Pass,No
INT008683,2024-03-13,AG035,HCP0150,CL07,Phone,Onboarding,0,No,Voicemail,Sample Drop,0.55,0.79,Pass,No
INT008684,2025-01-13,AG001,HCP0105,CL08,Video,Scientific Exchange,0,No,Declined,Sample Drop,0.24,0.75,Pass,No
INT008685,2024-09-28,AG014,HCP0052,CL01,Phone,Promotional,15,Yes,Connected,Schedule Follow-up,0.9,1.0,Pass,No
INT008686,2024-11-09,AG054,HCP0251,CL07,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.91,0.91,Pass,No
INT008687,2024-08-05,AG011,HCP0067,CL05,Video,Promotional,11,Yes,Connected,Send Clinical Data,0.54,0.85,Pass,No
INT008688,2025-03-30,AG009,HCP0278,CL07,Video,Promotional,0,No,No Answer,Escalate to MSL,0.33,0.89,Pass,No
INT008689,2024-11-13,AG051,HCP0171,CL01,Phone,Scientific Exchange,0,No,Declined,Invite to Webinar,0.7,0.86,Pass,No
INT008690,2024-06-21,AG037,HCP0248,CL08,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.39,0.85,Pass,No
INT008691,2024-01-23,AG016,HCP0266,CL03,Video,Promotional,2,Yes,Connected,Send Clinical Data,1.0,0.86,Pass,No
INT008692,2025-01-21,AG051,HCP0230,CL05,Email,Follow-up,2,Yes,Connected,Escalate to MSL,0.79,0.77,Pass,No
INT008693,2025-06-20,AG025,HCP0223,CL03,Email,Follow-up,4,Yes,Connected,No Action,0.51,0.91,Pass,No
INT008694,2025-04-28,AG035,HCP0213,CL03,Email,Follow-up,2,Yes,Connected,Send Clinical Data,0.68,0.87,Pass,No
INT008695,2024-06-10,AG014,HCP0242,CL04,Portal,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.57,0.99,Pass,No
INT008696,2024-01-24,AG021,HCP0180,CL03,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,0.69,0.93,Pass,No
INT008697,2024-04-22,AG048,HCP0173,CL05,Phone,Follow-up,22,Yes,Connected,Sample Drop,0.82,0.86,Pass,No
INT008698,2025-05-13,AG015,HCP0113,CL06,Phone,Onboarding,12,Yes,Connected,Sample Drop,0.62,1.0,Pass,No
INT008699,2024-08-25,AG026,HCP0200,CL03,Phone,Scientific Exchange,0,No,Voicemail,Escalate to MSL,0.52,0.88,Pass,No
INT008700,2024-07-28,AG004,HCP0137,CL06,Portal,Promotional,4,Yes,Connected,Schedule Follow-up,0.5,0.91,Pass,No
INT008701,2024-03-07,AG049,HCP0206,CL01,Phone,Follow-up,25,Yes,Connected,No Action,0.48,0.9,Pass,No
INT008702,2024-08-03,AG046,HCP0251,CL07,Phone,Follow-up,0,No,No Answer,Sample Drop,0.27,0.86,Pass,No
INT008703,2024-07-01,AG052,HCP0214,CL08,Phone,Follow-up,7,Yes,Connected,Schedule Follow-up,0.79,1.0,Pass,No
INT008704,2024-08-15,AG012,HCP0088,CL07,Phone,Promotional,6,Yes,Connected,Invite to Webinar,0.25,0.99,Pass,No
INT008705,2025-02-11,AG032,HCP0130,CL08,Email,Scientific Exchange,3,Yes,Connected,Send Clinical Data,0.52,0.96,Pass,No
INT008706,2024-07-30,AG041,HCP0240,CL08,Portal,Onboarding,3,Yes,Connected,No Action,0.89,0.87,Review,Yes
INT008707,2025-04-05,AG001,HCP0196,CL04,Email,Follow-up,2,Yes,Connected,No Action,0.58,0.94,Pass,No
INT008708,2024-07-21,AG058,HCP0207,CL01,Email,Onboarding,4,Yes,Connected,Send Clinical Data,0.82,1.0,Pass,No
INT008709,2024-01-31,AG020,HCP0085,CL02,Email,Onboarding,3,Yes,Connected,Send Clinical Data,0.44,0.99,Pass,No
INT008710,2025-01-23,AG045,HCP0219,CL07,Video,Follow-up,18,Yes,Connected,Schedule Follow-up,1.0,0.95,Pass,No
INT008711,2025-01-29,AG019,HCP0029,CL05,Phone,Onboarding,18,Yes,Connected,Schedule Follow-up,0.81,0.89,Pass,No
INT008712,2024-10-23,AG058,HCP0078,CL06,Video,Promotional,22,Yes,Connected,Sample Drop,0.57,0.97,Pass,No
INT008713,2025-06-29,AG028,HCP0158,CL07,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.44,0.84,Pass,No
INT008714,2025-03-14,AG032,HCP0017,CL07,Video,Follow-up,21,Yes,Connected,Send Clinical Data,0.71,0.93,Pass,No
INT008715,2024-01-24,AG048,HCP0234,CL05,Portal,Promotional,4,Yes,Connected,Invite to Webinar,0.93,0.86,Pass,No
INT008716,2024-06-28,AG049,HCP0082,CL01,Email,Scientific Exchange,2,Yes,Connected,Sample Drop,1.0,0.93,Pass,No
INT008717,2024-10-29,AG003,HCP0105,CL01,Phone,Follow-up,22,Yes,Connected,Schedule Follow-up,0.73,0.97,Pass,No
INT008718,2024-02-11,AG037,HCP0009,CL03,Phone,Scientific Exchange,0,No,No Answer,No Action,0.61,0.96,Pass,No
INT008719,2024-09-11,AG058,HCP0296,CL02,Email,Onboarding,0,No,Voicemail,Schedule Follow-up,0.51,0.86,Pass,No
INT008720,2024-05-02,AG027,HCP0114,CL05,Phone,Promotional,0,No,No Answer,Escalate to MSL,0.33,0.82,Pass,No
INT008721,2025-05-29,AG024,HCP0240,CL05,Email,Follow-up,1,Yes,Connected,Sample Drop,0.64,1.0,Pass,No
INT008722,2024-03-19,AG006,HCP0067,CL04,Email,Scientific Exchange,4,Yes,Connected,Invite to Webinar,0.85,1.0,Pass,Yes
INT008723,2025-03-07,AG018,HCP0072,CL03,Phone,Onboarding,25,Yes,Connected,Invite to Webinar,0.43,0.8,Pass,No
INT008724,2024-06-30,AG047,HCP0295,CL03,Phone,Scientific Exchange,19,Yes,Connected,No Action,0.72,0.78,Pass,No
INT008725,2025-06-02,AG060,HCP0152,CL02,Portal,Scientific Exchange,1,Yes,Connected,Sample Drop,0.48,0.86,Pass,No
INT008726,2024-04-20,AG018,HCP0070,CL06,Portal,Scientific Exchange,4,Yes,Connected,No Action,0.85,0.89,Pass,No
INT008727,2025-02-11,AG048,HCP0040,CL06,Email,Promotional,4,Yes,Connected,Send Clinical Data,0.59,1.0,Pass,No
INT008728,2025-03-10,AG028,HCP0196,CL03,Video,Promotional,12,Yes,Connected,Send Clinical Data,0.6,0.96,Pass,No
INT008729,2024-10-19,AG060,HCP0169,CL01,Video,Scientific Exchange,21,Yes,Connected,Sample Drop,0.71,0.79,Pass,No
INT008730,2024-07-31,AG014,HCP0107,CL02,Phone,Scientific Exchange,0,No,No Answer,Send Clinical Data,0.42,0.9,Pass,No
INT008731,2024-08-20,AG004,HCP0076,CL07,Email,Promotional,1,Yes,Connected,Send Clinical Data,0.49,0.87,Pass,No
INT008732,2024-09-02,AG045,HCP0184,CL08,Email,Scientific Exchange,4,Yes,Connected,Escalate to MSL,0.56,1.0,Pass,No
INT008733,2025-04-15,AG047,HCP0091,CL07,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.68,0.96,Pass,No
INT008734,2024-06-03,AG005,HCP0068,CL01,Email,Follow-up,0,No,Declined,Escalate to MSL,0.7,0.83,Pass,No
INT008735,2025-01-03,AG055,HCP0299,CL08,Phone,Promotional,0,No,Voicemail,Schedule Follow-up,0.45,0.95,Pass,No
INT008736,2025-05-30,AG044,HCP0189,CL07,Portal,Onboarding,4,Yes,Connected,Invite to Webinar,0.95,0.76,Pass,No
INT008737,2024-02-24,AG011,HCP0259,CL07,Portal,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.4,0.96,Pass,No
INT008738,2024-05-24,AG054,HCP0127,CL01,Email,Follow-up,4,Yes,Connected,Sample Drop,0.38,0.94,Pass,No
INT008739,2025-05-10,AG011,HCP0138,CL03,Phone,Scientific Exchange,4,Yes,Connected,Sample Drop,0.78,0.85,Pass,No
INT008740,2024-11-29,AG004,HCP0280,CL02,Email,Promotional,3,Yes,Connected,Send Clinical Data,0.47,0.95,Pass,No
INT008741,2024-04-03,AG040,HCP0168,CL04,Video,Follow-up,16,Yes,Connected,Send Clinical Data,0.79,1.0,Pass,No
INT008742,2024-03-23,AG035,HCP0174,CL03,Phone,Follow-up,20,Yes,Connected,No Action,0.72,0.88,Pass,No
INT008743,2024-05-25,AG013,HCP0121,CL03,Portal,Promotional,1,Yes,Connected,Schedule Follow-up,0.46,0.9,Pass,No
